"","roster_id","team","year","wk","matchup_id","points","opp_id","opp_team","opp_points","starters","full_name","starters_points","starter_slot"
"207",3,"Josh",2019,2,4,171.48,7,"Carter",132,2382,"Duke Johnson",3.1,"RB2"
"208",3,"Josh",2019,2,4,171.48,7,"Carter",132,4037,"Chris Godwin",18.1,"WR1"
"209",3,"Josh",2019,2,4,171.48,7,"Carter",132,3225,"Tyler Boyd",12.2,"WR2"
"210",3,"Josh",2019,2,4,171.48,7,"Carter",132,4950,"Christian Kirk",11.4,"WR3"
"211",3,"Josh",2019,2,4,171.48,7,"Carter",132,1587,"Vance McDonald",15.8,"TE"
"212",3,"Josh",2019,2,4,171.48,7,"Carter",132,6151,"Miles Sanders",3.7,"FLEX"
"213",3,"Josh",2019,2,4,171.48,7,"Carter",132,4990,"Darius Leonard",14,"DFLEX"
"214",3,"Josh",2019,2,4,171.48,7,"Carter",132,3678,"Wil Lutz",12,"K"
"215",3,"Josh",2019,2,4,171.48,7,"Carter",132,529,"Carlos Dunlap",6,"DL1"
"216",3,"Josh",2019,2,4,171.48,7,"Carter",132,5840,"Josh Allen",4,"DL2"
"217",3,"Josh",2019,2,4,171.48,7,"Carter",132,2062,"Anthony Hitchens",5,"LB1"
"218",3,"Josh",2019,2,4,171.48,7,"Carter",132,4220,"Jayon Brown",10,"LB2"
"219",3,"Josh",2019,2,4,171.48,7,"Carter",132,4133,"John Johnson",12,"DB1"
"220",3,"Josh",2019,2,4,171.48,7,"Carter",132,5036,"Justin Reid",4,"DB2"
"221",3,"Josh",2019,2,4,171.48,7,"Carter",132,6145,"Juan Thornhill",3,"DB3"
"222",4,"Dan",2019,2,1,161.72,8,"Caleb",165.32,4046,"Patrick Mahomes",31.62,"QB"
"223",4,"Dan",2019,2,1,161.72,8,"Caleb",165.32,1408,"Le'Veon Bell",10.9,"RB1"
"224",4,"Dan",2019,2,1,161.72,8,"Caleb",165.32,3198,"Derrick Henry",15.4,"RB2"
"225",4,"Dan",2019,2,1,161.72,8,"Caleb",165.32,1817,"Sammy Watkins",4.9,"WR1"
"226",4,"Dan",2019,2,1,161.72,8,"Caleb",165.32,1992,"Allen Robinson",4.1,"WR2"
"227",4,"Dan",2019,2,1,161.72,8,"Caleb",165.32,5846,"DK Metcalf",12.1,"WR3"
"228",4,"Dan",2019,2,1,161.72,8,"Caleb",165.32,4033,"David Njoku",0,"TE"
"229",4,"Dan",2019,2,1,161.72,8,"Caleb",165.32,3969,"Leonard Fournette",8.7,"FLEX"
"230",4,"Dan",2019,2,1,161.72,8,"Caleb",165.32,4960,"Roquan Smith",13,"DFLEX"
"231",4,"Dan",2019,2,1,161.72,8,"Caleb",165.32,17,"Matt Prater",-1,"K"
"232",4,"Dan",2019,2,1,161.72,8,"Caleb",165.32,2368,"Frank Clark",3,"DL1"
"233",4,"Dan",2019,2,1,161.72,8,"Caleb",165.32,2393,"Danielle Hunter",13,"DL2"
"234",4,"Dan",2019,2,1,161.72,8,"Caleb",165.32,4968,"Tremaine Edmunds",8,"LB1"
"235",4,"Dan",2019,2,1,161.72,8,"Caleb",165.32,5041,"Fred Warner",7,"LB2"
"236",4,"Dan",2019,2,1,161.72,8,"Caleb",165.32,4081,"Budda Baker",13,"DB1"
"237",4,"Dan",2019,2,1,161.72,8,"Caleb",165.32,4974,"Terrell Edmunds",12,"DB2"
"238",4,"Dan",2019,2,1,161.72,8,"Caleb",165.32,4056,"Jabrill Peppers",6,"DB3"
"239",5,"Parker",2019,2,5,157.6,10,"Dave",107.02,1234,"Russell Wilson",24.2,"QB"
"240",5,"Parker",2019,2,5,157.6,10,"Dave",107.02,4988,"Nick Chubb",16.8,"RB1"
"241",5,"Parker",2019,2,5,157.6,10,"Dave",107.02,4455,"Matt Breida",13.2,"RB2"
"242",5,"Parker",2019,2,5,157.6,10,"Dave",107.02,1426,"DeAndre Hopkins",4,"WR1"
"243",5,"Parker",2019,2,5,157.6,10,"Dave",107.02,2133,"Davante Adams",11.6,"WR2"
"244",5,"Parker",2019,2,5,157.6,10,"Dave",107.02,4038,"John Ross",17.2,"WR3"
"245",5,"Parker",2019,2,5,157.6,10,"Dave",107.02,5844,"T.J. Hockenson",0.7,"TE"
"246",5,"Parker",2019,2,5,157.6,10,"Dave",107.02,1848,"James White",8.9,"FLEX"
